project_id,mp_id,state_ut,constituency,district,block_or_urban,gram_panchayat_or_ward,village_or_locality,work_description,work_category,estimated_cost_inr,sanctioned_cost_inr,sanction_date,start_date,expected_completion_date,actual_completion_date,status,physical_completion_percentage,latitude,longitude,implementing_agency_id,ground_truth_label,anomaly_scenario
PRJ000077,MP00009,Kerala,IDUKKI,Idukki,Idukki Block,Mahipatti Gram Panchayat,Mahipatti,"Construction of additional classrooms at Government School, Mahipatti, Idukki district",SCHOOL_INFRASTRUCTURE,1339400,1341800,2024-10-25,2024-11-11,2025-07-14,,ONGOING,81,12.08411,77.62785,SYN_AGENCY_002,NORMAL,NORMAL
PRJ000078,MP00009,Kerala,IDUKKI,Idukki,Idukki Municipality,Ward No. 36,Yamuna Nagar,"Laying of water supply pipeline in Yamuna Nagar, Idukki district",WATER_SUPPLY,2394900,2315000,2024-12-28,2025-03-18,2025-08-12,,ONGOING,77,12.04338,77.71441,SYN_AGENCY_057,NORMAL,NORMAL
PRJ000079,MP00009,Kerala,IDUKKI,Idukki,Idukki Block,Mohanpur Gram Panchayat,Mohanpur,"Construction of covered drainage system in Mohanpur, Idukki district",DRAINAGE,1134800,1112200,2025-05-03,2025-06-25,2025-11-10,,ONGOING,3,12.03786,77.73467,SYN_AGENCY_053,NORMAL,NORMAL
PRJ000080,MP00009,Kerala,IDUKKI,Idukki,Idukki Block,Suryahalli Gram Panchayat,Suryahalli,"Provision of electrification works in Suryahalli, Idukki district",ELECTRIFICATION,1111600,1831200,2024-10-05,2024-10-21,2025-02-24,2025-02-13,COMPLETED,100,12.06345,77.69683,SYN_AGENCY_008,ANOMALOUS,COST_OVERRUN
PRJ000081,MP00009,Kerala,IDUKKI,Idukki,Idukki Block,Krishnapura Gram Panchayat,Krishnapura,"Construction of boundary wall at Government School, Krishnapura, Idukki district",SCHOOL_INFRASTRUCTURE,2764000,2736800,2025-05-07,2025-07-31,2026-02-11,,SANCTIONED,0,12.15219,77.70838,SYN_AGENCY_068,NORMAL,NORMAL
PRJ000082,MP00009,Kerala,IDUKKI,Idukki,Idukki Municipality,Ward No. 18,Prem Layout,"Construction of concrete road at Prem Layout, Idukki district",ROAD,2378400,2241400,2025-03-29,2025-06-17,2025-12-10,,ONGOING,5,12.0381,77.62387,SYN_AGENCY_017,NORMAL,NORMAL
PRJ000083,MP00009,Kerala,IDUKKI,Idukki,Idukki Block,Hanumanpur Gram Panchayat,Hanumanpur,"Construction of Panchayat Bhawan at Hanumanpur, Idukki district",PUBLIC_BUILDING,2110900,2044300,2024-07-20,2024-08-15,2025-03-17,2025-03-13,COMPLETED,100,12.12073,77.66754,SYN_AGENCY_010,NORMAL,NORMAL
PRJ000084,MP00010,Maharashtra,NANDURBAR(ST),Nandurbar,Nandurbar Block,Veerpalli Gram Panchayat,Veerpalli,"Construction of concrete road at Veerpalli, Nandurbar district",ROAD,2507700,2387700,2024-08-22,2024-09-17,2025-03-29,2025-03-31,COMPLETED,100,18.67049,74.79853,SYN_AGENCY_074,NORMAL,NORMAL
PRJ000085,MP00010,Maharashtra,NANDURBAR(ST),Nandurbar,Nandurbar Block,Krishnawadi Gram Panchayat,Krishnawadi,"Black-topping/upgradation of village road in Krishnawadi, Nandurbar district",ROAD,3456200,3366200,2024-10-09,2024-11-06,2025-04-12,2025-04-07,COMPLETED,100,18.6175,74.76532,SYN_AGENCY_075,NORMAL,NORMAL
PRJ000086,MP00010,Maharashtra,NANDURBAR(ST),Nandurbar,Nandurbar Block,Ramgaon Gram Panchayat,Ramgaon,"Augmentation of piped water supply network in Ramgaon, Nandurbar district",WATER_SUPPLY,1927300,1829200,2024-07-01,2024-09-16,2025-03-23,,DELAYED,6,18.74309,74.91751,SYN_AGENCY_077,ANOMALOUS,LOW_UTILIZATION
PRJ000087,MP00010,Maharashtra,NANDURBAR(ST),Nandurbar,Nandurbar Block,Premhalli Gram Panchayat,Premhalli,"Establishment of reading room/library at Premhalli, Nandurbar district",LIBRARY,974100,1739000,2025-02-08,2025-05-04,2025-10-19,,ONGOING,37,18.72219,74.8318,SYN_AGENCY_038,ANOMALOUS,COST_OVERRUN
PRJ000088,MP00010,Maharashtra,NANDURBAR(ST),Nandurbar,Nandurbar Block,Shyamhalli Gram Panchayat,Shyamhalli,"Black-topping/upgradation of village road in Shyamhalli, Nandurbar district",ROAD,1586600,1538600,2025-05-08,2025-07-30,2026-04-21,,SANCTIONED,0,18.62675,74.82944,SYN_AGENCY_073,NORMAL,NORMAL
PRJ000089,MP00010,Maharashtra,NANDURBAR(ST),Nandurbar,Nandurbar Block,Indrawadi Gram Panchayat,Indrawadi,"Provision of hand pumps/bore-well for drinking water in Indrawadi, Nandurbar district",DRINKING_WATER,1409300,1378900,2025-05-13,2025-07-29,2026-01-20,,SANCTIONED,0,18.75418,74.88912,SYN_AGENCY_066,NORMAL,NORMAL
PRJ000090,MP00010,Maharashtra,NANDURBAR(ST),Nandurbar,Nandurbar Block,Mohangarh Gram Panchayat,Mohangarh,"Construction of pucca drain in Mohangarh, Nandurbar district",DRAINAGE,1157400,1122000,2024-07-01,2024-08-30,2025-01-01,,DELAYED,9,18.67147,74.89718,SYN_AGENCY_016,ANOMALOUS,LOW_UTILIZATION
PRJ000091,MP00010,Maharashtra,NANDURBAR(ST),Nandurbar,Nandurbar Block,Chandanpur Gram Panchayat,Chandanpur,"Installation of solar street lights in Chandanpur, Nandurbar district",STREET_LIGHTING,1044600,1013900,2025-03-31,2025-05-30,2025-08-29,,ONGOING,32,18.61666,74.79892,SYN_AGENCY_030,NORMAL,NORMAL
PRJ000092,MP00010,Maharashtra,NANDURBAR(ST),Nandurbar,Nandurbar Block,Ramabad Gram Panchayat,Ramabad,"Construction of individual household toilets in Ramabad, Nandurbar district",SANITATION,1266900,1222700,2025-01-19,2025-02-07,2025-05-05,2025-05-19,COMPLETED,100,18.73728,74.91005,SYN_AGENCY_021,NORMAL,NORMAL
PRJ000093,MP00010,Maharashtra,NANDURBAR(ST),Nandurbar,Nandurbar Block,Deepkheda Gram Panchayat,Deepkheda,"Black-topping/upgradation of village road in Deepkheda, Nandurbar district",ROAD,2054300,1998500,2024-11-18,2024-12-26,2025-07-31,,ONGOING,84,18.71086,74.92065,SYN_AGENCY_058,NORMAL,NORMAL
PRJ000094,MP00011,Kerala,KOTTAYAM,Kottayam,Kottayam Block,Veerabad Gram Panchayat,Veerabad,"Construction of Panchayat Bhawan at Veerabad, Kottayam district",PUBLIC_BUILDING,2046800,2045200,2024-07-05,2024-08-19,2025-04-12,2025-04-07,COMPLETED,100,9.74683,75.2923,SYN_AGENCY_031,NORMAL,NORMAL
PRJ000095,MP00011,Kerala,KOTTAYAM,Kottayam,Kottayam Block,Krishnapura Gram Panchayat,Krishnapura,"Construction of concrete road at Krishnapura, Kottayam district",ROAD,3676800,3621400,2025-02-08,2025-03-07,2025-10-04,,ONGOING,58,9.69924,75.22745,SYN_AGENCY_064,NORMAL,NORMAL
PRJ000096,MP00011,Kerala,KOTTAYAM,Kottayam,Kottayam Block,Veeroli Gram Panchayat,Veeroli,"Construction of health infrastructure facility at Veeroli, Kottayam district",HEALTH_INFRASTRUCTURE,2264500,2145100,2024-10-10,2024-12-11,2025-09-07,,ONGOING,58,9.60198,75.23687,SYN_AGENCY_004,NORMAL,NORMAL
PRJ000097,MP00011,Kerala,KOTTAYAM,Kottayam,Kottayam Municipality,Ward No. 39,Surya Nagar,"Black-topping/upgradation of village road in Surya Nagar, Kottayam district",ROAD,3413800,3276000,2024-07-12,2024-08-23,2025-05-20,,ONGOING,86,9.68139,75.26103,SYN_AGENCY_046,NORMAL,NORMAL
PRJ000098,MP00011,Kerala,KOTTAYAM,Kottayam,Kottayam Block,Ganeshabad Gram Panchayat,Ganeshabad,"Construction of individual household toilets in Ganeshabad, Kottayam district",SANITATION,1147400,1140000,2024-07-01,2024-08-27,2025-01-22,,DELAYED,56,9.6211,75.27563,SYN_AGENCY_001,ANOMALOUS,PROJECT_DELAY
PRJ000099,MP00011,Kerala,KOTTAYAM,Kottayam,Kottayam Block,Suryawadi Gram Panchayat,Suryawadi,"Provision of electrification works in Suryawadi, Kottayam district",ELECTRIFICATION,574600,569900,2024-09-27,2024-12-01,2025-03-06,2025-03-25,COMPLETED,100,9.72791,75.33377,SYN_AGENCY_071,NORMAL,NORMAL
PRJ000100,MP00011,Kerala,KOTTAYAM,Kottayam,Kottayam Block,Jaipalli Gram Panchayat,Jaipalli,"Construction of boundary wall at Government School, Jaipalli, Kottayam district",SCHOOL_INFRASTRUCTURE,1197000,1141900,2024-10-22,2024-11-14,2025-07-06,,ONGOING,81,9.69508,75.37185,SYN_AGENCY_031,NORMAL,NORMAL
PRJ000101,MP00011,Kerala,KOTTAYAM,Kottayam,Kottayam Block,Nandwadi Gram Panchayat,Nandwadi,"Construction of additional classrooms at Government School, Nandwadi, Kottayam district",SCHOOL_INFRASTRUCTURE,1000900,949400,2024-12-06,2025-01-14,2025-08-03,,ONGOING,81,9.75214,75.22952,SYN_AGENCY_017,NORMAL,NORMAL
PRJ000102,MP00011,Kerala,KOTTAYAM,Kottayam,Kottayam Block,Shyamabad Gram Panchayat,Shyamabad,"Construction of irrigation channel near Shyamabad, Kottayam district",IRRIGATION,1308100,1318400,2024-11-14,2024-12-25,2025-07-24,,ONGOING,91,9.65577,75.25654,SYN_AGENCY_057,NORMAL,NORMAL
PRJ000103,MP00012,Uttar Pradesh,GHAZIPUR,Ghazipur,Ghazipur Block,Yamunagarh Gram Panchayat,Yamunagarh,"Construction of pucca drain in Yamunagarh, Ghazipur district",DRAINAGE,1627300,1597100,2024-11-21,2024-12-17,2025-04-16,,ONGOING,79,25.50077,79.88082,SYN_AGENCY_010,NORMAL,NORMAL
PRJ000104,MP00012,Uttar Pradesh,GHAZIPUR,Ghazipur,Ghazipur Block,Chandrakheda Gram Panchayat,Chandrakheda,"Construction of Community Hall at Chandrakheda, Ghazipur district",COMMUNITY_HALL,2727600,2688300,2025-04-09,2025-05-05,2025-11-12,,ONGOING,38,25.55579,79.91868,SYN_AGENCY_025,ANOMALOUS,POSSIBLE_DUPLICATE
PRJ000105,MP00012,Uttar Pradesh,GHAZIPUR,Ghazipur,Ghazipur Block,Chandanabad Gram Panchayat,Chandanabad,"Black-topping/upgradation of village road in Chandanabad, Ghazipur district",ROAD,2732600,2719100,2025-04-15,2025-05-17,2025-10-11,,ONGOING,29,25.63829,79.89762,SYN_AGENCY_066,NORMAL,NORMAL
PRJ000106,MP00012,Uttar Pradesh,GHAZIPUR,Ghazipur,Ghazipur Block,Bharatwadi Gram Panchayat,Bharatwadi,"Construction of Community Hall at Bharatwadi, Ghazipur district",COMMUNITY_HALL,2607500,2552700,2025-04-21,2025-07-09,2026-04-07,,SANCTIONED,0,25.5455,79.91048,SYN_AGENCY_046,NORMAL,NORMAL
PRJ000107,MP00012,Uttar Pradesh,GHAZIPUR,Ghazipur,Ghazipur Block,Krishnapalli Gram Panchayat,Krishnapalli,"Upgradation of Primary Health Sub-Centre at Krishnapalli, Ghazipur district",HEALTH_INFRASTRUCTURE,3530300,3515700,2024-10-14,2024-11-22,2025-07-26,,ONGOING,89,25.54582,79.87841,SYN_AGENCY_028,NORMAL,NORMAL
PRJ000108,MP00012,Uttar Pradesh,GHAZIPUR,Ghazipur,Ghazipur Block,Deepwadi Gram Panchayat,Deepwadi,"Construction of irrigation channel near Deepwadi, Ghazipur district",IRRIGATION,1209100,1209500,2025-04-04,2025-06-26,2026-04-02,,ONGOING,1,25.51698,79.90075,SYN_AGENCY_063,NORMAL,NORMAL
PRJ000109,MP00012,Uttar Pradesh,GHAZIPUR,Ghazipur,Ghazipur Block,Veerhalli Gram Panchayat,Veerhalli,"Construction of community sanitation complex in Veerhalli, Ghazipur district",SANITATION,862800,824800,2025-01-23,2025-02-07,2025-06-15,2025-06-30,COMPLETED,100,25.53287,79.81955,SYN_AGENCY_072,NORMAL,NORMAL
PRJ000110,MP00012,Uttar Pradesh,GHAZIPUR,Ghazipur,Ghazipur Municipal Corporation,Ward No. 5,Chandra Layout,"Development of playground/sports ground at Chandra Layout, Ghazipur district",SPORTS_INFRASTRUCTURE,1235700,1224300,2024-09-06,2024-11-24,2025-03-27,2025-04-10,COMPLETED,100,25.63783,79.85088,SYN_AGENCY_016,NORMAL,NORMAL
PRJ000111,MP00013,Jammu And Kashmir,SRINAGAR,Srinagar,Srinagar Block,Chandrahalli Gram Panchayat,Chandrahalli,"Provision of hand pumps/bore-well for drinking water in Chandrahalli, Srinagar district",DRINKING_WATER,1650400,1567300,2024-07-04,2024-09-10,2024-12-11,,ONGOING,86,32.4013,75.36485,SYN_AGENCY_053,NORMAL,NORMAL
PRJ000112,MP00013,Jammu And Kashmir,SRINAGAR,Srinagar,Srinagar Block,Shyamgaon Gram Panchayat,Shyamgaon,"Construction of sports infrastructure facility at Shyamgaon, Srinagar district",SPORTS_INFRASTRUCTURE,2289500,2295200,2024-12-19,2025-02-20,2025-07-06,,ONGOING,80,32.36482,75.37193,SYN_AGENCY_070,NORMAL,NORMAL
PRJ000113,MP00013,Jammu And Kashmir,SRINAGAR,Srinagar,Srinagar Block,Nandpatti Gram Panchayat,Nandpatti,"Provision of hand pumps/bore-well for drinking water in Nandpatti, Srinagar district",DRINKING_WATER,1736500,1687400,2024-08-01,2024-08-25,2025-01-30,2025-01-30,COMPLETED,100,32.40085,75.34829,SYN_AGENCY_003,ANOMALOUS,POSSIBLE_DUPLICATE
PRJ000114,MP00013,Jammu And Kashmir,SRINAGAR,Srinagar,Srinagar Urban Local Body,Ward No. 22,Yamuna Extension,"Black-topping/upgradation of village road in Yamuna Extension, Srinagar district",ROAD,2817100,2685000,2024-10-10,2024-11-23,2025-05-30,2025-05-27,COMPLETED,100,32.38873,75.45057,SYN_AGENCY_016,NORMAL,NORMAL
PRJ000115,MP00013,Jammu And Kashmir,SRINAGAR,Srinagar,Srinagar Block,Krishnapura Gram Panchayat,Krishnapura,"Construction of additional classrooms at Government School, Krishnapura, Srinagar district",SCHOOL_INFRASTRUCTURE,15319400,15253700,2024-12-07,2025-01-25,2025-10-07,,ONGOING,49,32.38089,75.40702,SYN_AGENCY_057,ANOMALOUS,FUND_OUTCOME_MISMATCH
PRJ000116,MP00013,Jammu And Kashmir,SRINAGAR,Srinagar,Srinagar Block,Adityapalli Gram Panchayat,Adityapalli,"Construction of concrete road at Adityapalli, Srinagar district",ROAD,1828900,1745400,2024-10-10,2024-10-29,2025-03-12,2025-03-26,COMPLETED,100,32.37527,75.41767,SYN_AGENCY_066,NORMAL,NORMAL
PRJ000117,MP00013,Jammu And Kashmir,SRINAGAR,Srinagar,Srinagar Block,Ganeshpalli Gram Panchayat,Ganeshpalli,"Construction of pucca drain in Ganeshpalli, Srinagar district",DRAINAGE,963000,1449000,2024-07-11,2024-08-27,2025-02-06,2025-02-19,COMPLETED,100,32.47683,75.38468,SYN_AGENCY_029,ANOMALOUS,COST_OVERRUN
PRJ000118,MP00013,Jammu And Kashmir,SRINAGAR,Srinagar,Srinagar Block,Yamunahalli Gram Panchayat,Yamunahalli,"Laying of water supply pipeline in Yamunahalli, Srinagar district",WATER_SUPPLY,2344900,2349600,2025-05-02,2025-05-21,2026-01-02,2025-06-30,COMPLETED,44,32.4643,75.39157,SYN_AGENCY_043,ANOMALOUS,FINANCIAL_PHYSICAL_MISMATCH
PRJ000119,MP00014,Uttarakhand,NAINITAL UDHAM SINGH NAG.,Nainital Udham Singh Nag.,Nainital Udham Singh Nag. Nagar Panchayat,Ward No. 22,Chandra Extension,"Construction of bus shelter at Chandra Extension, Nainital Udham Singh Nag. district",BUS_SHELTER,453800,449000,2025-02-05,2025-04-18,2025-07-05,,ONGOING,85,28.5247,77.78137,SYN_AGENCY_015,NORMAL,NORMAL
PRJ000120,MP00014,Uttarakhand,NAINITAL UDHAM SINGH NAG.,Nainital Udham Singh Nag.,Nainital Udham Singh Nag. Nagar Panchayat,Ward No. 34,Om Ganj,"Black-topping/upgradation of village road in Om Ganj, Nainital Udham Singh Nag. district",ROAD,3556800,3599600,2025-04-29,2025-06-03,2026-01-01,,ONGOING,14,28.55282,77.78341,SYN_AGENCY_017,NORMAL,NORMAL
PRJ000121,MP00014,Uttarakhand,NAINITAL UDHAM SINGH NAG.,Nainital Udham Singh Nag.,Nainital Udham Singh Nag. Block,Jaipalli Gram Panchayat,Jaipalli,"Construction of concrete road at Jaipalli, Nainital Udham Singh Nag. district",ROAD,3238900,3099900,2025-04-26,2025-06-11,2025-12-20,,ONGOING,7,28.59439,77.72913,SYN_AGENCY_011,NORMAL,NORMAL
PRJ000122,MP00014,Uttarakhand,NAINITAL UDHAM SINGH NAG.,Nainital Udham Singh Nag.,Nainital Udham Singh Nag. Municipal Corporation,Ward No. 30,Amar Puram,"Construction of irrigation channel near Amar Puram, Nainital Udham Singh Nag. district",IRRIGATION,2460900,2431700,2025-03-18,2025-05-05,2026-02-09,,ONGOING,21,28.58782,77.73895,SYN_AGENCY_036,NORMAL,NORMAL
PRJ000123,MP00014,Uttarakhand,NAINITAL UDHAM SINGH NAG.,Nainital Udham Singh Nag.,Nainital Udham Singh Nag. Municipal Corporation,Ward No. 30,Ganga Vihar,"Construction of boundary wall at Government School, Ganga Vihar, Nainital Udham Singh Nag. district",SCHOOL_INFRASTRUCTURE,1903700,1872100,2024-07-01,2024-08-31,2025-03-01,,DELAYED,45,28.56347,77.79048,SYN_AGENCY_043,ANOMALOUS,PROJECT_DELAY
PRJ000124,MP00014,Uttarakhand,NAINITAL UDHAM SINGH NAG.,Nainital Udham Singh Nag.,Nainital Udham Singh Nag. Block,Mahipura Gram Panchayat,Mahipura,"Construction of irrigation channel near Mahipura, Nainital Udham Singh Nag. district",IRRIGATION,1785000,1706300,2025-01-05,2025-02-16,2025-08-19,,ONGOING,62,28.61047,77.77496,SYN_AGENCY_006,NORMAL,NORMAL
PRJ000125,MP00014,Uttarakhand,NAINITAL UDHAM SINGH NAG.,Nainital Udham Singh Nag.,Nainital Udham Singh Nag. Block,Suryaabad Gram Panchayat,Suryaabad,"Black-topping/upgradation of village road in Suryaabad, Nainital Udham Singh Nag. district",ROAD,1605400,1520200,2025-05-15,2025-06-05,2025-12-07,,ONGOING,13,28.65585,77.66619,SYN_AGENCY_033,NORMAL,NORMAL
PRJ000126,MP00014,Uttarakhand,NAINITAL UDHAM SINGH NAG.,Nainital Udham Singh Nag.,Nainital Udham Singh Nag. Municipality,Ward No. 12,Ganesh Nagar,"Construction of irrigation channel near Ganesh Nagar, Nainital Udham Singh Nag. district",IRRIGATION,3079800,3089300,2025-01-07,2025-03-15,2025-08-29,,ONGOING,67,28.57063,77.72629,SYN_AGENCY_001,NORMAL,NORMAL
PRJ000127,MP00015,Bihar,BHAGALPUR,Bhagalpur,Bhagalpur Block,Anandgaon Gram Panchayat,Anandgaon,"Augmentation of piped water supply network in Anandgaon, Bhagalpur district",WATER_SUPPLY,2954400,2801100,2025-04-09,2025-05-17,2025-10-27,,ONGOING,19,23.48024,83.93939,SYN_AGENCY_031,NORMAL,NORMAL
PRJ000128,MP00015,Bihar,BHAGALPUR,Bhagalpur,Bhagalpur Block,Amarhalli Gram Panchayat,Amarhalli,"Augmentation of piped water supply network in Amarhalli, Bhagalpur district",WATER_SUPPLY,2861400,2724800,2025-05-07,2025-08-04,2026-01-01,,SANCTIONED,0,23.48679,83.94856,SYN_AGENCY_075,ANOMALOUS,POSSIBLE_DUPLICATE
PRJ000129,MP00015,Bihar,BHAGALPUR,Bhagalpur,Bhagalpur Block,Suryaabad Gram Panchayat,Suryaabad,"Construction of boundary wall at Government School, Suryaabad, Bhagalpur district",SCHOOL_INFRASTRUCTURE,2378100,2410800,2024-09-10,2024-11-23,2025-05-02,2025-05-21,COMPLETED,100,23.54356,83.96264,SYN_AGENCY_030,ANOMALOUS,POSSIBLE_DUPLICATE
PRJ000130,MP00015,Bihar,BHAGALPUR,Bhagalpur,Bhagalpur Block,Veerpur Gram Panchayat,Veerpur,"Construction of check dam near Veerpur, Bhagalpur district",IRRIGATION,2062800,2015700,2024-07-01,2024-09-08,2025-03-19,,DELAYED,39,23.55821,83.93825,SYN_AGENCY_056,ANOMALOUS,PROJECT_DELAY
PRJ000131,MP00015,Bihar,BHAGALPUR,Bhagalpur,Bhagalpur Block,Nandpur Gram Panchayat,Nandpur,"Construction of Panchayat Bhawan at Nandpur, Bhagalpur district",PUBLIC_BUILDING,2282700,2258600,2024-11-20,2025-01-20,2025-07-29,,ONGOING,68,23.55478,83.86428,SYN_AGENCY_008,NORMAL,NORMAL
PRJ000132,MP00015,Bihar,BHAGALPUR,Bhagalpur,Bhagalpur Block,Krishnapalli Gram Panchayat,Krishnapalli,"Construction of irrigation channel near Krishnapalli, Bhagalpur district",IRRIGATION,2607900,2545700,2024-09-04,2024-10-25,2025-09-03,,ONGOING,82,23.55282,83.94076,SYN_AGENCY_042,NORMAL,NORMAL
PRJ000133,MP00015,Bihar,BHAGALPUR,Bhagalpur,Bhagalpur Block,Chandanpur Gram Panchayat,Chandanpur,"Construction of individual household toilets in Chandanpur, Bhagalpur district",SANITATION,1070000,1050300,2024-08-13,2024-10-22,2025-03-10,,ONGOING,79,23.53632,83.95972,SYN_AGENCY_036,NORMAL,NORMAL
PRJ000134,MP00015,Bihar,BHAGALPUR,Bhagalpur,Bhagalpur Block,Amarabad Gram Panchayat,Amarabad,"Laying of water supply pipeline in Amarabad, Bhagalpur district",WATER_SUPPLY,1644200,1553700,2024-09-12,2024-11-01,2025-05-18,2025-05-10,COMPLETED,100,23.49956,83.993,SYN_AGENCY_021,NORMAL,NORMAL
PRJ000135,MP00015,Bihar,BHAGALPUR,Bhagalpur,Bhagalpur Block,Laxmioli Gram Panchayat,Laxmioli,"Construction of additional classrooms at Government School, Laxmioli, Bhagalpur district",SCHOOL_INFRASTRUCTURE,2467000,2398500,2024-09-03,2024-10-21,2025-04-12,,ONGOING,93,23.55551,83.97177,SYN_AGENCY_041,NORMAL,NORMAL
PRJ000136,MP00016,Uttarakhand,ALMORA(SC),Almora,Almora Block,Deephalli Gram Panchayat,Deephalli,"Construction of concrete road at Deephalli, Almora district",ROAD,3512800,3544400,2025-03-15,2025-06-01,2025-12-26,,ONGOING,10,28.38951,77.50737,SYN_AGENCY_002,NORMAL,NORMAL
PRJ000137,MP00016,Uttarakhand,ALMORA(SC),Almora,Almora Block,Indrakheda Gram Panchayat,Indrakheda,"Construction of Community Centre at Indrakheda, Almora district",COMMUNITY_HALL,1693100,1592600,2024-09-29,2024-12-03,2025-08-30,,ONGOING,63,28.37914,77.48501,SYN_AGENCY_025,NORMAL,NORMAL
PRJ000138,MP00016,Uttarakhand,ALMORA(SC),Almora,Almora Block,Kishannagar Gram Panchayat,Kishannagar,"Construction of Community Centre at Kishannagar, Almora district",COMMUNITY_HALL,1780800,1799800,2024-07-02,2024-09-14,2025-06-28,2025-06-15,COMPLETED,100,28.31769,77.53255,SYN_AGENCY_038,NORMAL,NORMAL
PRJ000139,MP00016,Uttarakhand,ALMORA(SC),Almora,Almora Block,Ompur Gram Panchayat,Ompur,"Construction of covered drainage system in Ompur, Almora district",DRAINAGE,1832900,1817200,2025-04-23,2025-07-08,2025-11-11,,SANCTIONED,0,28.4299,77.55738,SYN_AGENCY_040,NORMAL,NORMAL
PRJ000140,MP00016,Uttarakhand,ALMORA(SC),Almora,Almora Block,Nandpura Gram Panchayat,Nandpura,"Installation of drinking water supply scheme in Nandpura, Almora district",DRINKING_WATER,1826800,1836800,2024-12-30,2025-03-09,2025-07-27,,ONGOING,78,28.36016,77.4696,SYN_AGENCY_040,NORMAL,NORMAL
PRJ000141,MP00016,Uttarakhand,ALMORA(SC),Almora,Almora Block,Adityapatti Gram Panchayat,Adityapatti,"Construction of community sanitation complex in Adityapatti, Almora district",SANITATION,1461900,1391600,2024-10-30,2024-11-16,2025-03-31,,ONGOING,89,28.40274,77.53661,SYN_AGENCY_024,NORMAL,NORMAL
PRJ000142,MP00016,Uttarakhand,ALMORA(SC),Almora,Almora Nagar Panchayat,Ward No. 20,Om Enclave,"Laying of water supply pipeline in Om Enclave, Almora district",WATER_SUPPLY,1588100,1546900,2024-09-24,2024-10-29,2025-04-08,2025-04-12,COMPLETED,100,28.32587,77.46632,SYN_AGENCY_072,NORMAL,NORMAL
PRJ000143,MP00016,Uttarakhand,ALMORA(SC),Almora,Almora Block,Hanumanoli Gram Panchayat,Hanumanoli,"Construction of Panchayat Bhawan at Hanumanoli, Almora district",PUBLIC_BUILDING,2705800,2655800,2025-02-09,2025-04-05,2025-11-06,,ONGOING,32,28.33888,77.55854,SYN_AGENCY_065,NORMAL,NORMAL
PRJ000144,MP00017,Uttar Pradesh,HAMIRPUR_UP,Hamirpur,Hamirpur Block,Laxmipalli Gram Panchayat,Laxmipalli,"Construction of sports infrastructure facility at Laxmipalli, Hamirpur district",SPORTS_INFRASTRUCTURE,2179000,2090600,2024-09-20,2024-11-19,2025-05-02,2025-05-12,COMPLETED,100,25.05281,79.30497,SYN_AGENCY_012,NORMAL,NORMAL
PRJ000145,MP00017,Uttar Pradesh,HAMIRPUR_UP,Hamirpur,Hamirpur Block,Kishangaon Gram Panchayat,Kishangaon,"Provision of hand pumps/bore-well for drinking water in Kishangaon, Hamirpur district",DRINKING_WATER,2431700,2307800,2025-03-25,2025-05-07,2025-11-13,,ONGOING,20,25.04735,79.40755,SYN_AGENCY_069,NORMAL,NORMAL
PRJ000146,MP00017,Uttar Pradesh,HAMIRPUR_UP,Hamirpur,Hamirpur Block,Shyampura Gram Panchayat,Shyampura,"Construction of concrete road at Shyampura, Hamirpur district",ROAD,2758000,2623400,2024-12-24,2025-01-18,2025-09-29,,ONGOING,70,24.99733,79.3787,SYN_AGENCY_030,NORMAL,NORMAL
PRJ000147,MP00017,Uttar Pradesh,HAMIRPUR_UP,Hamirpur,Hamirpur Municipal Corporation,Ward No. 16,Ganesh Vihar,"Construction of boundary wall at Government School, Ganesh Vihar, Hamirpur district",SCHOOL_INFRASTRUCTURE,1019000,960200,2024-07-01,2024-07-16,2024-12-06,,DELAYED,15,25.08063,79.28061,SYN_AGENCY_018,ANOMALOUS,LOW_UTILIZATION
