mp_id,mp_name,state_ut,constituency,district,house_type,allocated_amount_inr,allocation_year,data_source
MP_681,Shri Jogen Mohan (2026-32) (2026-2032),Assam,Assam (Rajya Sabha),Assam Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_682,Shri Jose K. Mani (2024-30) (2024-2030),Kerala,Kerala (Rajya Sabha),Kerala Central,Elected MP,122500000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_683,Shri K.R.N. Rajeshkumar (2022-28) (2022-2028),Tamil Nadu,Tamil Nadu (Rajya Sabha),Tamil Nadu Central,Elected MP,238513975.5,2024-2025,Official Ministry Dataset (MP 3)
MP_684,Shri Kamal Haasan (2025-31) (2025-2031),Tamil Nadu,Tamil Nadu (Rajya Sabha),Tamil Nadu Central,Elected MP,89248285.42,2024-2025,Official Ministry Dataset (MP 3)
MP_685,Shri Kanad Purkayastha (2025-31) (2025-2031),Assam,Assam (Rajya Sabha),Assam Central,Elected MP,98000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_686,Shri Kapil Sibal (2022-28) (2022-2028),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,196063957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_687,Shri Karamvir Singh Singh Boudh (2026-32) (2026-2032),Haryana,Haryana (Rajya Sabha),Haryana Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_688,Shri Kartikeya Sharma (2022-28) (2022-2028),Haryana,Haryana (Rajya Sabha),Haryana Central,Elected MP,196000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_689,Shri Kesridevsinh Jhala (2023-29) (2023-2029),Gujarat,Gujarat (Rajya Sabha),Gujarat Central,Elected MP,171500000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_690,Shri Khiangte Laltluangkima (2026-32) (2026-2032),Mizoram,Mizoram (Rajya Sabha),Mizoram Central,Elected MP,24500000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_691,Shri Khiru Mahto (2022-28) (2022-2028),Bihar,Bihar (Rajya Sabha),Bihar Central,Elected MP,235770091.8,2024-2025,Official Ministry Dataset (MP 3)
MP_692,Shri L. K. Sudhish (2026-32) (2026-2032),Tamil Nadu,Tamil Nadu (Rajya Sabha),Tamil Nadu Central,Elected MP,49356476.5,2024-2025,Official Ministry Dataset (MP 3)
MP_693,Shri Lahar Singh Siroya (2022-28) (2022-2028),Karnataka,Karnataka (Rajya Sabha),Karnataka Central,Elected MP,206278088.1,2024-2025,Official Ministry Dataset (MP 3)
MP_694,Shri Lingamaneni Ramesh (2026-32) (2026-2032),Andhra Pradesh,Andhra Pradesh (Rajya Sabha),Andhra Pradesh Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_695,Shri M. Nagaraja (2026-32) (2026-2032),Karnataka,Karnataka (Rajya Sabha),Karnataka Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_696,Shri Madan Rathore (2024-30) (2024-2030),Rajasthan,Rajasthan (Rajya Sabha),Rajasthan Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_697,Shri Mahendra Bhatt (2024-30) (2024-2030),Uttarakhand,Uttarakhand (Rajya Sabha),Uttarakhand Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_698,Shri Mallikarjun Kharge (2026-32) (2026-2032),Karnataka,Karnataka (Rajya Sabha),Karnataka Central,Elected MP,49063957.11,2024-2025,Official Ministry Dataset (MP 3)
MP_699,Shri Manan Kumar Mishra (2024-28) (2024-2028),Bihar,Bihar (Rajya Sabha),Bihar Central,Elected MP,235263957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_700,Shri Manas Ranjan Mangaraj (2022-28) (2022-2028),Odisha,Odisha (Rajya Sabha),Odisha Central,Elected MP,196063957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_701,Shri Mansoor Ali Khan (2026-32) (2026-2032),Karnataka,Karnataka (Rajya Sabha),Karnataka Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_702,Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028),Andhra Pradesh,Andhra Pradesh (Rajya Sabha),Andhra Pradesh Central,Elected MP,171296045.1,2024-2025,Official Ministry Dataset (MP 3)
MP_703,Shri Mayankkumar Nayak (2024-30) (2024-2030),Gujarat,Gujarat (Rajya Sabha),Gujarat Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_704,Shri Meda Raghunadha Reddy (2024-30) (2024-2030),Andhra Pradesh,Andhra Pradesh (Rajya Sabha),Andhra Pradesh Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_705,Shri Milind Murli Deora (2024-30) (2024-2030),Maharashtra,Maharashtra (Rajya Sabha),Maharashtra Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_706,Shri Mithlesh Kumar (2022-28) (2022-2028),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,196063957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_707,Shri Mohammed Nadimul Haque (2024-30) (2024-2030),West Bengal,West Bengal (Rajya Sabha),West Bengal Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_708,Shri Mukul Wasnik (2022-28) (2022-2028),Rajasthan,Rajasthan (Rajya Sabha),Rajasthan Central,Elected MP,196063957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_709,Shri Nagendra Ray (2023-29) (2023-2029),West Bengal,West Bengal (Rajya Sabha),West Bengal Central,Elected MP,171500000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_710,Shri Narain Dass Gupta (2024-30) (2024-2030),Delhi,Delhi (Rajya Sabha),Delhi Central,Elected MP,160837070.0,2024-2025,Official Ministry Dataset (MP 3)
MP_711,Hon'ble Members of Parliament,State,State (Rajya Sabha),State Central,Elected/Nominated,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_712,Shri Narayanasa K. Bhandage (2024-30) (2024-2030),Karnataka,Karnataka (Rajya Sabha),Karnataka Central,Elected MP,147450000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_713,Shri Naresh Bansal (2020-26) (2020-2026),Uttarakhand,Uttarakhand (Rajya Sabha),Uttarakhand Central,Elected MP,222043184.7,2024-2025,Official Ministry Dataset (MP 3)
MP_714,Shri Naveen Jain (2024-30) (2024-2030),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_715,Shri Neeraj Dangi (2026-32) (2026-2032),Rajasthan,Rajasthan (Rajya Sabha),Rajasthan Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_716,Shri Neeraj Shekhar (2020-26) (2020-2026),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,236483662.1,2024-2025,Official Ministry Dataset (MP 3)
MP_717,Shri Nitin Laxmanrao Jadhav Patil (2024-28) (2024-2028),Maharashtra,Maharashtra (Rajya Sabha),Maharashtra Central,Elected MP,122500000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_718,Shri Nitin Nabin (2026-32) (2026-2032),Bihar,Bihar (Rajya Sabha),Bihar Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_719,Shri P. Chidambaram (2022-28) (2022-2028),Tamil Nadu,Tamil Nadu (Rajya Sabha),Tamil Nadu Central,Elected MP,236312242.5,2024-2025,Official Ministry Dataset (MP 3)
MP_720,Shri P. P. Suneer (2024-30) (2024-2030),Kerala,Kerala (Rajya Sabha),Kerala Central,Elected MP,122500000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_721,Shri P. Wilson (2025-31) (2025-2031),Tamil Nadu,Tamil Nadu (Rajya Sabha),Tamil Nadu Central,Elected MP,89248285.42,2024-2025,Official Ministry Dataset (MP 3)
MP_722,Shri Pabitra Margherita (2022-28) (2022-2028),Assam,Assam (Rajya Sabha),Assam Central,Elected MP,220563957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_723,Shri Paka Venkata Satyanarayana (2025-28) (2025-2028),Andhra Pradesh,Andhra Pradesh (Rajya Sabha),Andhra Pradesh Central,Elected MP,98000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_724,Shri Pradip Kumar Varma (2024-30) (2024-2030),Jharkhand,Jharkhand (Rajya Sabha),Jharkhand Central,Elected MP,178564551.1,2024-2025,Official Ministry Dataset (MP 3)
MP_725,Shri Praful Patel (2024-30) (2024-2030),Maharashtra,Maharashtra (Rajya Sabha),Maharashtra Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_726,Shri Prakash Chik Baraik (2026-29) (2026-2029),West Bengal,West Bengal (Rajya Sabha),West Bengal Central,Elected MP,49662892.0,2024-2025,Official Ministry Dataset (MP 3)
MP_727,Shri Pramod Boro (2026-32) (2026-2032),Assam,Assam (Rajya Sabha),Assam Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_728,Shri Pramod Tiwari (2022-28) (2022-2028),Rajasthan,Rajasthan (Rajya Sabha),Rajasthan Central,Elected MP,196063957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_729,Shri Praveen Chakravarthy (2026-28) (2026-2028),Tamil Nadu,Tamil Nadu (Rajya Sabha),Tamil Nadu Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_730,Shri R. Dharmar (2022-28) (2022-2028),Tamil Nadu,Tamil Nadu (Rajya Sabha),Tamil Nadu Central,Elected MP,260812242.5,2024-2025,Official Ministry Dataset (MP 3)
MP_731,Shri R. Girirajan (2022-28) (2022-2028),Tamil Nadu,Tamil Nadu (Rajya Sabha),Tamil Nadu Central,Elected MP,236312242.5,2024-2025,Official Ministry Dataset (MP 3)
MP_732,Shri Raghav Chadha (2022-28) (2022-2028),Punjab,Punjab (Rajya Sabha),Punjab Central,Elected MP,237229207.3,2024-2025,Official Ministry Dataset (MP 3)
MP_733,Shri Rajeev Kumar (2026-32) (2026-2032),West Bengal,West Bengal (Rajya Sabha),West Bengal Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_734,Shri Rajeev Shukla (2022-28) (2022-2028),Chhattisgarh,Chhattisgarh (Rajya Sabha),Chhattisgarh Central,Elected MP,271174394.2,2024-2025,Official Ministry Dataset (MP 3)
MP_735,Shri Rajib Bhattacharjee (2024-28) (2024-2028),Tripura,Tripura (Rajya Sabha),Tripura Central,Elected MP,122500000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_736,Shri Rajinder Gupta (2025-28) (2025-2028),Punjab,Punjab (Rajya Sabha),Punjab Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_737,Shri Rajneesh Kumar Agrawal (2026-32) (2026-2032),Madhya Pradesh,Madhya Pradesh (Rajya Sabha),Madhya Pradesh Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_738,Shri Ram Nath Thakur (2026-32) (2026-2032),Bihar,Bihar (Rajya Sabha),Bihar Central,Elected MP,65673638.73,2024-2025,Official Ministry Dataset (MP 3)
MP_739,Shri Ramji (2020-26) (2020-2026),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,174518577.1,2024-2025,Official Ministry Dataset (MP 3)
MP_740,Shri Ramji Lal Suman (2024-30) (2024-2030),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_741,Shri Ramrao Sakharam Wadkute (2026-32) (2026-2032),Maharashtra,Maharashtra (Rajya Sabha),Maharashtra Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_742,Shri Randeep Singh Surjewala (2022-28) (2022-2028),Rajasthan,Rajasthan (Rajya Sabha),Rajasthan Central,Elected MP,196063957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_743,Hon'ble Members of Parliament,State,State (Rajya Sabha),State Central,Elected/Nominated,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_744,Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_745,Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030),Telangana,Telangana (Rajya Sabha),Telangana Central,Elected MP,152732534.1,2024-2025,Official Ministry Dataset (MP 3)
MP_746,Shri Rwngwra Narzary (2022-28) (2022-2028),Assam,Assam (Rajya Sabha),Assam Central,Elected MP,220563957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_747,Shri Ryaga Krishnaiah (2024-28) (2024-2028),Andhra Pradesh,Andhra Pradesh (Rajya Sabha),Andhra Pradesh Central,Elected MP,170413583.8,2024-2025,Official Ministry Dataset (MP 3)
MP_748,Shri S Niranjan Reddy (2022-28) (2022-2028),Andhra Pradesh,Andhra Pradesh (Rajya Sabha),Andhra Pradesh Central,Elected MP,224621383.1,2024-2025,Official Ministry Dataset (MP 3)
MP_749,Shri S. Jaishankar (2023-29) (2023-2029),Gujarat,Gujarat (Rajya Sabha),Gujarat Central,Elected MP,171500000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_750,Shri S. Kalyanasundaram (2022-28) (2022-2028),Tamil Nadu,Tamil Nadu (Rajya Sabha),Tamil Nadu Central,Elected MP,239763792.5,2024-2025,Official Ministry Dataset (MP 3)
MP_751,Shri S. Selvaganabathy (2021-27) (2021-2027),Puducherry,Puducherry (Rajya Sabha),Puducherry Central,Elected MP,292881856.5,2024-2025,Official Ministry Dataset (MP 3)
MP_752,Shri S.R. Sivalingam (2025-31) (2025-2031),Tamil Nadu,Tamil Nadu (Rajya Sabha),Tamil Nadu Central,Elected MP,89248285.42,2024-2025,Official Ministry Dataset (MP 3)
MP_753,Shri Sadanand Mhalu Shet Tanavade (2023-29) (2023-2029),Goa,Goa (Rajya Sabha),Goa Central,Elected MP,171500000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_754,Shri Sajjad Ahmad Kichloo (2025-31) (2025-2031),Jammu And Kashmir,Jammu And Kashmir (Rajya Sabha),Jammu And Kashmir Central,Elected MP,73500000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_755,Shri Samik Bhattacharya (2024-30) (2024-2030),West Bengal,West Bengal (Rajya Sabha),West Bengal Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_756,Shri Samirul Islam (2023-29) (2023-2029),West Bengal,West Bengal (Rajya Sabha),West Bengal Central,Elected MP,171500000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_757,Shri Sana Sathish Babu (2026-32) (2026-2032),Andhra Pradesh,Andhra Pradesh (Rajya Sabha),Andhra Pradesh Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_758,Shri Sandosh Kumar P (2022-28) (2022-2028),Kerala,Kerala (Rajya Sabha),Kerala Central,Elected MP,220563957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_759,Shri Sanjay Bhatia (2026-32) (2026-2032),Haryana,Haryana (Rajya Sabha),Haryana Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_760,Shri Sanjay Kumar Jha (2024-30) (2024-2030),Bihar,Bihar (Rajya Sabha),Bihar Central,Elected MP,186200000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_761,Shri Sanjay Raut (2022-28) (2022-2028),Maharashtra,Maharashtra (Rajya Sabha),Maharashtra Central,Elected MP,196063957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_762,Shri Sanjay Seth (2024-30) (2024-2030),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_763,Shri Sanjay Singh (2024-30) (2024-2030),Delhi,Delhi (Rajya Sabha),Delhi Central,Elected MP,184466426.1,2024-2025,Official Ministry Dataset (MP 3)
MP_764,Shri Sanjay Yadav (2024-30) (2024-2030),Bihar,Bihar (Rajya Sabha),Bihar Central,Elected MP,186200000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_765,Shri Sant Balbir Singh (2022-28) (2022-2028),Punjab,Punjab (Rajya Sabha),Punjab Central,Elected MP,196359074.4,2024-2025,Official Ministry Dataset (MP 3)
MP_766,Shri Sat Paul Sharma (2025-31) (2025-2031),Jammu And Kashmir,Jammu And Kashmir (Rajya Sabha),Jammu And Kashmir Central,Elected MP,73500000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_767,Shri Satish Chandra Dubey (2022-28) (2022-2028),Bihar,Bihar (Rajya Sabha),Bihar Central,Elected MP,235263957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_768,Shri Satnam Singh Sandhu (2024-30) (2024-2030),Chandigarh,Chandigarh (Rajya Sabha),Chandigarh Central,Nominated MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_769,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Bihar,Bihar (Rajya Sabha),Bihar Central,Elected MP,237168443.5,2024-2025,Official Ministry Dataset (MP 3)
MP_770,Shri Shivesh Kumar (2026-32) (2026-2032),Bihar,Bihar (Rajya Sabha),Bihar Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_771,Shri Subhash Barala (2024-30) (2024-2030),Haryana,Haryana (Rajya Sabha),Haryana Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_772,Shri Subhasish Khuntia (2024-30) (2024-2030),Odisha,Odisha (Rajya Sabha),Odisha Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_773,Shri Sujeet Kumar (2026-32) (2026-2032),Odisha,Odisha (Rajya Sabha),Odisha Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_774,Shri Surendra Singh Nagar (2022-28) (2022-2028),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,220563957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_775,Hon'ble Members of Parliament,State,State (Rajya Sabha),State Central,Elected/Nominated,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_776,Shri Tai Tagak (2026-32) (2026-2032),Arunachal Pradesh,Arunachal Pradesh (Rajya Sabha),Arunachal Pradesh Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_777,Shri Tejveer Singh (2024-30) (2024-2030),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_778,Shri Terash Gowalla (2026-32) (2026-2032),Assam,Assam (Rajya Sabha),Assam Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_779,Shri Tiruchi Siva (2026-32) (2026-2032),Tamil Nadu,Tamil Nadu (Rajya Sabha),Tamil Nadu Central,Elected MP,49356476.5,2024-2025,Official Ministry Dataset (MP 3)
MP_780,Shri Ujjwal Deorao Nikam (2025-31) (2025-2031),Maharashtra,Maharashtra (Rajya Sabha),Maharashtra Central,Nominated MP,73500000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_781,Shri Upendra Kushwaha (2026-32) (2026-2032),Bihar,Bihar (Rajya Sabha),Bihar Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_782,Shri V. Vijayendra Prasad (2022-28) (2022-2028),Andhra Pradesh,Andhra Pradesh (Rajya Sabha),Andhra Pradesh Central,Nominated MP,196063957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_783,Shri Vijay Chintakayala (2026-32) (2026-2032),Andhra Pradesh,Andhra Pradesh (Rajya Sabha),Andhra Pradesh Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_784,Shri Vinod Shridhar Tawde (2026-32) (2026-2032),Maharashtra,Maharashtra (Rajya Sabha),Maharashtra Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_785,Shri Vivek K. Tankha (2022-28) (2022-2028),Madhya Pradesh,Madhya Pradesh (Rajya Sabha),Madhya Pradesh Central,Elected MP,220563957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_786,Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030),Andhra Pradesh,Andhra Pradesh (Rajya Sabha),Andhra Pradesh Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_787,Smt. Adhikarimayum Sharda Devi (2026-32) (2026-2032),Manipur,Manipur (Rajya Sabha),Manipur Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_788,Smt. Darshana Singh (2022-28) (2022-2028),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,196994373.9,2024-2025,Official Ministry Dataset (MP 3)
MP_789,Smt. Geeta alias Chandraprabha (2020-26) (2020-2026),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,196063957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_790,Smt. Jaya Amitabh Bachchan (2024-30) (2024-2030),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_791,Smt. Jebi Mather Hisham (2022-28) (2022-2028),Kerala,Kerala (Rajya Sabha),Kerala Central,Elected MP,220563957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_792,Smt. Laxmi Verma (2026-32) (2026-2032),Chhattisgarh,Chhattisgarh (Rajya Sabha),Chhattisgarh Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_793,Smt. Mahua Maji (2022-28) (2022-2028),Jharkhand,Jharkhand (Rajya Sabha),Jharkhand Central,Elected MP,232524001.2,2024-2025,Official Ministry Dataset (MP 3)
MP_794,Smt. Mamata Thakur (2024-30) (2024-2030),West Bengal,West Bengal (Rajya Sabha),West Bengal Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_795,Smt. Maya Chintaman Ivnate (2026-32) (2026-2032),Maharashtra,Maharashtra (Rajya Sabha),Maharashtra Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_796,Smt. Maya Naroliya (2024-30) (2024-2030),Madhya Pradesh,Madhya Pradesh (Rajya Sabha),Madhya Pradesh Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_797,Smt. Nirmala Sitharaman (2022-28) (2022-2028),Karnataka,Karnataka (Rajya Sabha),Karnataka Central,Elected MP,215972051.5,2024-2025,Official Ministry Dataset (MP 3)
MP_798,Smt. P. T. Usha (2022-28) (2022-2028),Kerala,Kerala (Rajya Sabha),Kerala Central,Nominated MP,196063957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_799,Smt. Phulo Devi Netam (2026-32) (2026-2032),Chhattisgarh,Chhattisgarh (Rajya Sabha),Chhattisgarh Central,Elected MP,49000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_800,Smt. Rajathi (2025-31) (2025-2031),Tamil Nadu,Tamil Nadu (Rajya Sabha),Tamil Nadu Central,Elected MP,89248285.42,2024-2025,Official Ministry Dataset (MP 3)
MP_801,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Chhattisgarh,Chhattisgarh (Rajya Sabha),Chhattisgarh Central,Elected MP,246780257.9,2024-2025,Official Ministry Dataset (MP 3)
MP_802,Smt. Rekha Sharma (2024-28) (2024-2028),Haryana,Haryana (Rajya Sabha),Haryana Central,Elected MP,98000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_803,Smt. Renuka Chowdhury (2024-30) (2024-2030),Telangana,Telangana (Rajya Sabha),Telangana Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_804,Smt. S. Phangnon Konyak (2022-28) (2022-2028),Nagaland,Nagaland (Rajya Sabha),Nagaland Central,Elected MP,206563957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_805,Smt. Sadhna Singh (2024-30) (2024-2030),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_806,Smt. Sagarika Ghose (2024-30) (2024-2030),West Bengal,West Bengal (Rajya Sabha),West Bengal Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_807,Hon'ble Members of Parliament,State,State (Rajya Sabha),State Central,Elected/Nominated,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_808,Smt. Sangeeta Yadav (2022-28) (2022-2028),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,196063957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_809,Smt. Seema Dwivedi (2020-26) (2020-2026),Uttar Pradesh,Uttar Pradesh (Rajya Sabha),Uttar Pradesh Central,Elected MP,173830159.1,2024-2025,Official Ministry Dataset (MP 3)
MP_810,Smt. Sonia Gandhi (2024-30) (2024-2030),Rajasthan,Rajasthan (Rajya Sabha),Rajasthan Central,Elected MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_811,Smt. Sudha Murty (2024-30) (2024-2030),Karnataka,Karnataka (Rajya Sabha),Karnataka Central,Nominated MP,147000000.0,2024-2025,Official Ministry Dataset (MP 3)
MP_812,Smt. Sulata Deo (2022-28) (2022-2028),Odisha,Odisha (Rajya Sabha),Odisha Central,Elected MP,196084721.4,2024-2025,Official Ministry Dataset (MP 3)
MP_813,Smt. Sumitra Balmik (2022-28) (2022-2028),Madhya Pradesh,Madhya Pradesh (Rajya Sabha),Madhya Pradesh Central,Elected MP,196063957.1,2024-2025,Official Ministry Dataset (MP 3)
MP_814,Hon'ble MP,Delhi,Delhi (Rajya Sabha),Delhi Central,Rajya Sabha,33148483916.0,2024-2025,Official Ministry Dataset (MP 3)
